Vnum	Name	Rank	Type	BattleType	Level	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneSkin	SpGodSpeed	SpDeathBlow	SpRevive	HitRange
6855	뱀고대전사2	S_KNIGHT	MONSTER	RANGE	128		AGGR,BERSERK	0		STUN,SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7	0	snaketemple_s_knight	0	141	64	128	32	532	708	1914864	7	15	0	0	0	200	100	100	100	60000	600	0	0	0	5	10	25	25	18	45	45	45	45	45	45	-10	0	0	0	90	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6856	뱀고대퀸2	BOSS	MONSTER	MELEE	129		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0		STUN,SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7	0	snaketemple_boss	0	141	64	128	32	561	754	24467518	12	7	0	0	0	200	100	100	100	60000	300	0	0	0	5	10	25	30	20	50	50	50	50	50	50	0	0	0	-10	90	5.0	6753	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6860	진빙(신비)	KNIGHT	MONSTER	MELEE	123		AGGR	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_jianbing	0	130	91	122	33	425	483	114750	5	7	0	0	0	120	100	100	100	2000	150	0	0	0	0	0	0	0	10	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6861	키빙(신비)	KNIGHT	MONSTER	MELEE	123		AGGR	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_qiangbing	0	130	92	122	33	429	490	139364	5	7	0	0	0	120	100	100	100	2000	150	0	0	0	0	0	0	0	12	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6862	마오빙(신비)	KNIGHT	MONSTER	MELEE	123		AGGR	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_maobing	0	130	90	125	33	429	490	133487	5	12	0	0	0	120	100	100	100	2000	150	0	0	0	0	0	3	10	16	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6863	공빙(신비)	KNIGHT	MONSTER	RANGE	123		AGGR	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_gongbing	0	130	90	125	33	405	435	149364	5	12	0	0	0	120	100	100	100	2000	600	0	0	0	0	0	3	10	16	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6864	카오카오(신비)	S_KNIGHT	MONSTER	MELEE	125		AGGR,STONESKIN	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_caocao_boss	0	140	94	126	33	435	475	154864	6	13	0	0	0	150	100	100	100	2000	150	0	0	0	0	0	10	5	50	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6865	진빙(신비)	KNIGHT	MONSTER	MELEE	123		AGGR	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_jianbing	0	130	91	128	33	435	483	114750	5	7	0	0	0	120	100	100	100	2000	150	0	0	0	0	0	0	0	10	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6866	키빙(신비)	KNIGHT	MONSTER	MELEE	123		AGGR	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_qiangbing	0	130	92	128	33	429	490	139364	5	7	0	0	0	120	100	100	100	2000	150	0	0	0	0	0	0	0	12	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6867	마오빙(신비)	KNIGHT	MONSTER	MELEE	123		AGGR	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_maobing	0	130	90	125	33	429	490	133487	5	12	0	0	0	120	100	100	100	2000	150	0	0	0	0	0	3	10	16	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6868	공빙(신비)	KNIGHT	MONSTER	RANGE	123		AGGR	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_gongbing	0	130	90	125	33	435	495	149364	5	12	0	0	0	120	100	100	100	2000	600	0	0	0	0	0	3	10	16	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6869	카오카오(신비)	S_KNIGHT	MONSTER	MELEE	125		AGGR,STONESKIN	0	HUMAN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_caocao_boss	0	140	94	126	33	435	475	154864	6	13	0	0	0	150	100	100	100	2000	150	0	0	0	0	0	10	10	50	15	20	20	20	20	20	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6870	신비법사	BOSS	MONSTER	MAGIC	127		AGGR,BERSERK,STONESKIN,DEATHBLOW	0		STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_zhanglu	0	140	94	126	33	513	653	1852410	6	16	0	0	0	150	100	100	100	2000	1000	0	0	0	50	0	20	20	50	60	60	40	40	40	60	0	0	40	0	100	5.0	6868	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6871	신비법사	BOSS	MONSTER	MAGIC	127		AGGR,BERSERK,STONESKIN,DEATHBLOW	0		STUN,SLOW,TERROR,UNK_IMMUNE_FLAG7	0	empire_zhanglu	0	140	94	126	33	513	653	1852410	6	16	0	0	0	150	100	100	100	2000	1000	0	0	0	50	0	20	20	50	60	60	40	40	40	60	0	0	40	0	100	5.0	6868	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6875	오염병사	S_PAWN	MONSTER	MELEE	122			0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_pawn	0	135	91	60	36	360	650	124750	3	8	0	0	0	200	100	100	100	2000	250	0	0	0	0	0	0	10	16	45	45	45	45	45	45	0	0	0	0	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6876	오염척후병	KNIGHT	MONSTER	MELEE	122		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_s_pawn	0	135	92	61	36	318	520	167364	4	8	0	0	0	200	100	100	100	2000	250	0	0	0	0	0	0	10	12	45	45	45	45	45	45	0	0	0	0	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6877	오염전사	S_KNIGHT	MONSTER	MELEE	122		AGGR	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_knight	0	135	92	61	36	332	525	183487	4	8	0	0	0	200	100	100	100	2000	250	0	0	0	0	0	0	10	12	45	45	45	45	45	45	0	0	0	0	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6878	오염법사	S_KNIGHT	MONSTER	MAGIC	123		AGGR,BERSERK	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_s_knight	0	135	62	125	36	318	625	157364	5	7	0	0	0	200	100	100	100	2000	1200	0	0	0	0	0	10	10	16	45	45	45	45	45	45	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6879	오염장군	S_KNIGHT	MONSTER	MELEE	123		AGGR,BERSERK	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_knight02	0	135	92	61	36	320	526	176648	5	10	0	0	0	200	100	100	100	2000	250	0	0	0	5	0	0	15	15	45	45	45	45	45	45	0	0	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6880	오염족장	BOSS	MONSTER	MELEE	124		AGGR,BERSERK,STONESKIN,FALL	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_knight03	0	135	62	125	36	432	688	614864	5	7	0	0	0	200	100	100	100	2000	250	0	0	0	0	5	0	20	20	50	50	50	50	50	50	0	0	0	0	90	5.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6881	오염대족장	BOSS	MONSTER	MELEE	126		AGGR,BERSERK,STONESKIN	0	DEVIL	STUN,SLOW,TERROR	0	snakevalley_boss	0	142	64	128	36	463	698	867518	10	15	0	0	0	200	100	100	100	2000	250	0	0	0	5	0	0	20	15	50	50	50	50	50	50	0	0	0	0	90	5.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6882	빙정병사	S_PAWN	MONSTER	MELEE	123		REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_pawn	0	145	91	125	33	458	650	129750	3	7	0	0	0	200	100	100	100	2000	150	0	0	0	0	0	0	0	10	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6883	빙정척후병	KNIGHT	MONSTER	MELEE	123		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_s_pawn	0	145	92	126	33	464	633	170364	4	7	0	0	0	200	100	100	100	2000	150	0	0	0	0	0	0	0	12	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6884	빙정전사	S_KNIGHT	MONSTER	MELEE	123		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_knight01	0	145	92	128	33	458	634	184487	5	9	0	0	0	200	100	100	100	2000	200	0	0	0	0	0	10	10	16	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6885	빙정사냥꾼	S_KNIGHT	MONSTER	RANGE	124		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_knight02	0	145	64	128	32	468	638	168488	5	9	0	0	0	200	100	100	100	2000	1200	0	0	0	5	10	10	10	16	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6886	빙정장군	S_KNIGHT	MONSTER	MELEE	124		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_knight03	0	145	92	125	33	480	635	179648	5	9	0	0	0	200	100	100	100	2000	150	0	0	0	0	10	10	10	16	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6887	빙정족장	BOSS	MONSTER	MELEE	125		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_s_knight	0	145	94	128	33	532	708	644864	7	12	0	0	0	200	100	100	100	2000	200	0	0	0	5	5	0	10	50	50	50	50	50	50	50	0	-10	0	0	0	5.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6888	빙정대족장	BOSS	MONSTER	MELEE	127		AGGR,BERSERK,STONESKIN,REFLECT	0		STUN,SLOW,TERROR	0	icecrystal_valley_boss	0	145	96	130	33	561	754	897518	10	10	0	0	0	200	100	100	100	2000	200	0	0	0	5	25	0	10	50	50	50	50	50	50	50	0	-10	0	0	0	5.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6889	헤이크단	S_PAWN	MONSTER	MELEE	123		REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_pawn	0	145	91	125	33	458	650	131750	3	7	0	0	0	200	100	100	100	2000	175	0	0	0	0	0	0	0	10	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6890	팬서	KNIGHT	MONSTER	MELEE	123		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_s_pawn	0	145	92	126	33	464	633	173364	4	7	0	0	0	200	100	100	100	2000	200	0	0	0	0	0	0	0	12	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6891	예티	S_KNIGHT	MONSTER	MELEE	123		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_knight01	0	145	92	128	33	458	634	187487	5	10	0	0	0	200	100	100	100	2000	150	0	0	0	0	0	10	10	16	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6892	계곡정령	S_KNIGHT	MONSTER	MAGIC	124		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	defensewave_watersoul	0	145	91	125	33	480	635	164364	5	11	0	0	0	200	100	100	100	2000	600	0	0	0	0	10	10	10	16	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6893	서리골렘	S_KNIGHT	MONSTER	MELEE	124		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_knight02	0	145	92	125	33	480	635	183648	5	12	0	0	0	200	100	100	100	2000	150	0	0	0	0	10	10	10	16	45	45	45	45	45	45	0	-10	0	0	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6894	빅풋	BOSS	MONSTER	MELEE	125		AGGR,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_s_knight	0	145	94	128	33	532	708	664864	7	14	0	0	0	200	100	100	100	2000	150	0	0	0	5	5	0	10	50	50	50	50	50	50	50	0	-10	0	0	0	5.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6895	계곡대족장	BOSS	MONSTER	MELEE	127		AGGR,BERSERK,STONESKIN,REFLECT	0		STUN,SLOW,TERROR	0	whitedragonvalley_boss	0	145	96	130	33	561	754	917518	10	15	0	0	0	200	100	100	100	2000	200	0	0	0	5	25	0	10	50	50	50	50	50	50	50	0	-10	0	0	0	5.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6896	진백룡	KING	MONSTER	MELEE	135		AGGR,NORECOVERY,REFLECT	0		SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7,UNK_IMMUNE_FLAG9	0	guild_whitedragon_boss01	0	146	100	130	33	886	954	27467518	30	1	0	0	0	200	100	100	100	60000	850	0	0	0	0	0	0	10	50	55	55	55	55	55	55	0	0	0	0	0	5.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6897	진백룡(히든)	KING	MONSTER	MELEE	135		AGGR,BERSERK,STONESKIN,REFLECT	0		SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7,UNK_IMMUNE_FLAG9	0	guild_whitedragon_boss02	0	147	100	131	34	886	954	16467518	30	1	0	0	0	200	100	100	100	60000	850	0	0	0	5	0	0	10	50	57	57	57	57	57	57	0	0	0	0	0	5.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6898	돌연변이정령(칼)	S_KNIGHT	MONSTER	MELEE	123		AGGR,REFLECT	0	DEVIL	STUN,SLOW,TERROR	0	guild_whitedragon_knight01	0	140	92	128	33	458	634	227577	7	1	0	0	0	100	100	100	100	4000	150	0	0	0	0	0	0	3	12	45	45	45	45	45	45	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6899	돌연변이정령(활)	S_KNIGHT	MONSTER	RANGE	124		AGGR,REFLECT	0	DEVIL	STUN,SLOW,TERROR	0	guild_whitedragon_knight02	0	140	64	128	32	468	638	214036	7	1	0	0	0	100	100	100	100	4000	1200	0	0	0	0	0	10	5	12	45	45	45	45	45	45	0	0	0	0	0	4.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
6900	돌연변이화령	S_KNIGHT	MONSTER	MAGIC	123		AGGR,BERSERK	0	DEVIL	STUN,SLOW,TERROR	0	guild_whitedragon_ice_ghost	0	135	62	125	36	318	625	173869	7	1	0	0	0	100	100	100	100	4000	850	0	0	0	5	0	0	10	16	45	45	45	45	45	45	-10	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7001	상선동 원병	S_PAWN	MONSTER	MELEE	52		AGGR	0	ANIMAL		0	monkey	0	60	80	40	20	95	116	3370	3	5	0	0	2000	69	90	100	100	2000	100	0	0	0	10	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7002	상선동 투마원병	S_PAWN	MONSTER	MELEE	53		AGGR,NOMOVE	0	ANIMAL		0	monkey	0	61	81	40	20	87	131	4330	7	5	0	0	2000	75	100	100	100	2000	150	0	0	0	10	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7003	상선동 기무원병	S_PAWN	MONSTER	MELEE	54		AGGR	0	ANIMAL		0	monkey	0	61	81	41	20	79	147	6172	12	10	0	0	2000	78	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7004	상선동 원장수	KNIGHT	MONSTER	MELEE	54		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	62	82	41	20	107	131	10627	7	10	0	0	2000	69	110	100	100	2000	150	0	0	0	15	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7005	상선동 돌원숭이	KNIGHT	MONSTER	MELEE	55		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	83	41	62	21	108	132	10969	7	10	0	0	2000	75	90	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7006	상선동 금원숭이	KNIGHT	MONSTER	MELEE	56		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	84	63	42	21	109	133	11315	7	10	0	0	2000	78	80	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7007	상선동 대장원숭이	S_KNIGHT	MONSTER	MELEE	56		AGGR	0	ANIMAL	STUN,SLOW	0	monkey	0	99	97	42	21	119	146	22630	15	15	0	0	2000	69	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	-30	0	0	0	1	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7008	투귀일꾼	S_PAWN	MONSTER	MELEE	52		AGGR	0	ORC		0	nersluck_1	0	85	43	65	22	112	208	37814	10	7	0	0	2000	75	110	110	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7009	투귀감찰병	S_KNIGHT	MONSTER	MELEE	53		AGGR	0	ORC		0	nersluck_2	0	85	43	65	22	140	172	60733	6	10	0	0	2000	69	110	100	100	2000	150	0	0	0	0	0	0	10	5	15	15	15	15	15	0	0	0	0	0	0	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7010	투귀백장수	S_PAWN	MONSTER	MELEE	54		AGGR	0	ORC		0	nersluck_3	0	85	43	65	22	112	208	66632	10	7	0	0	2000	75	80	100	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	0	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7012	비마귀안	S_PAWN	MONSTER	MELEE	52		AGGR	0	DESERT		0	evil_eye	0	60	80	40	20	95	116	2457	3	5	0	0	2000	78	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7013	대왕전갈	S_PAWN	MONSTER	MELEE	53		AGGR	0	DESERT		0	giant_scorpion	0	61	81	40	20	87	131	2651	3	5	0	0	2000	69	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7014	전갈인간	KNIGHT	MONSTER	MELEE	54		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	61	81	41	20	79	147	4226	12	10	0	0	2000	75	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7015	전갈궁수	S_PAWN	MONSTER	RANGE	54		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	62	82	41	20	107	131	2455	7	5	0	0	2000	78	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7016	반인반사검병	KNIGHT	MONSTER	MELEE	55		AGGR	0	DESERT	POISON	0	snakeman_sword	0	83	41	62	21	108	132	4834	12	10	0	0	2000	69	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7017	반인반사궁병	KNIGHT	MONSTER	RANGE	56		AGGR	0	DESERT	POISON	0	snakeman_bow	0	84	63	42	21	109	133	3726	7	5	0	0	2000	75	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	0	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7018	사막의무법자	S_KNIGHT	MONSTER	MELEE	56		AGGR	0	DESERT		0	outlaw	0	99	97	42	21	119	146	9122	7	10	0	0	2000	78	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	0	0	0	0	0	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7019	투지범졸개	S_PAWN	MONSTER	MELEE	59		AGGR	0			0	fire_tiger	0	85	43	65	22	130	159	6660	6	10	0	0	2000	69	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	-60	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7020	화령	S_PAWN	MONSTER	MAGIC	59		AGGR,NOMOVE	0			0	fire_ghost	0	85	43	65	22	132	161	6660	10	7	0	0	2000	75	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	-60	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7021	투지범	KNIGHT	MONSTER	MELEE	60		AGGR	0			0	fire_tiger_boss	0	85	43	65	22	119	178	9110	10	10	0	0	2000	78	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	-50	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7022	참마인	KNIGHT	MONSTER	POWER	61		AGGR	0		CURSE	0	fire_man	0	85	43	65	22	105	195	9338	6	10	0	0	2000	69	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	-50	0	0	0	0	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7023	태화무인	S_KNIGHT	MONSTER	POWER	62		AGGR	0		SLOW,CURSE	0	fire_knight	0	85	43	65	22	106	198	14951	10	7	0	0	2000	75	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	-40	0	0	0	0	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7024	적귀목	S_PAWN	MONSTER	MAGIC	64		AGGR,NOMOVE	0			0	ent_trent	0	75	57	50	10	128	193	2158	10	10	0	0	2000	78	110	130	100	2000	900	0	0	0	3	0	0	15	20	15	15	15	15	15	50	0	0	50	0	0	1.0	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7025	밑둥적귀목	KNIGHT	MONSTER	MELEE	66		AGGR	0			0	ent_guru	0	92	42	65	10	148	181	4219	6	10	0	0	2000	69	130	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	0	25	0	0	1.0	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7026	적목령	KNIGHT	MONSTER	MAGIC	67		AGGR	0			0	ent_hu	0	86	55	65	10	133	200	3419	6	10	0	0	2000	69	110	170	100	2000	650	0	0	0	0	10	0	5	15	15	15	15	15	15	10	0	0	30	0	0	1.0	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7027	화류적귀목	S_KNIGHT	MONSTER	MELEE	70		AGGR	0		SLOW,CURSE	0	ent_red	0	89	49	77	10	120	224	6935	10	7	0	0	2000	75	125	150	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	0	0	35	0	0	2.0	0	25	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7028	흑적귀목	S_KNIGHT	MONSTER	MELEE	72		AGGR	0		SLOW,CURSE	0	ent_black	0	94	75	75	10	123	229	7106	10	10	0	0	2000	78	125	150	100	2000	150	0	0	0	0	3	0	15	20	15	15	15	15	15	0	0	0	40	0	0	2.0	0	25	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
7029	빙마	S_PAWN	MONSTER	MAGIC	35			0			0	ice_snow_monster	0	35	23	42	12	59	110	1389	5	7	0	0	1184	41	90	100	100	2000	850	30048	0	0	10	0	0	0	2	15	15	15	15	15	0	0	0	0	0	1	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
