Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
15004	Leather Shoes+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15005	194	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0
15005	Leather Shoes+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15006	195	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0
15006	Leather Shoes+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	6000	6000	15007	196	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0
15007	Leather Shoes+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	9000	9000	15008	197	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	11	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0
15008	Leather Shoes+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	13000	13000	15009	198	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	13	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0
15009	Leather Shoes+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	0	0	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	1	0	0	0	0	0	0	0
15020	Bamboo Skin Shoes+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500	500	15021	190	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	2	APPLY_RESIST_FIRE	1	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15021	Bamboo Skin Shoes+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	800	800	15022	191	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_RESIST_FIRE	2	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15022	Bamboo Skin Shoes+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1100	1100	15023	192	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_RESIST_FIRE	3	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15023	Bamboo Skin Shoes+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1700	1700	15024	193	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_FIRE	4	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15024	Bamboo Skin Shoes+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15025	194	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_FIRE	5	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15025	Bamboo Skin Shoes+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15026	195	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_RESIST_FIRE	6	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15026	Bamboo Skin Shoes+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	6000	6000	15027	196	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_RESIST_FIRE	7	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15027	Bamboo Skin Shoes+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	9000	9000	15028	197	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	11	APPLY_RESIST_FIRE	8	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15028	Bamboo Skin Shoes+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	13000	13000	15029	198	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	13	APPLY_RESIST_FIRE	9	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15029	Bamboo Skin Shoes+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	0	0	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_RESIST_FIRE	10	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15040	Wooden Shoes+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500	500	15041	190	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	2	APPLY_RESIST_ELEC	1	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15041	Wooden Shoes+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	800	800	15042	191	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_RESIST_ELEC	2	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15042	Wooden Shoes+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1100	1100	15043	192	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_RESIST_ELEC	3	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15043	Wooden Shoes+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1700	1700	15044	193	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_ELEC	4	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15044	Wooden Shoes+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15045	194	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_ELEC	5	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15045	Wooden Shoes+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15046	195	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_RESIST_ELEC	6	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15046	Wooden Shoes+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	6000	6000	15047	196	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_RESIST_ELEC	7	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15047	Wooden Shoes+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	9000	9000	15048	197	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	11	APPLY_RESIST_ELEC	8	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15048	Wooden Shoes+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	13000	13000	15049	198	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	13	APPLY_RESIST_ELEC	9	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15049	Wooden Shoes+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	0	0	15	LEVEL	17	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_RESIST_ELEC	10	APPLY_NONE	0	0	2	0	0	0	0	0	0	0
15060	Gold Threaded Shoes+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500	500	15061	190	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	2	APPLY_RESIST_WIND	1	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15061	Gold Threaded Shoes+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	800	800	15062	191	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_RESIST_WIND	2	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15062	Gold Threaded Shoes+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1100	1100	15063	192	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_RESIST_WIND	3	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15063	Gold Threaded Shoes+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1700	1700	15064	193	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_WIND	4	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15064	Gold Threaded Shoes+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15065	194	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_WIND	5	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15065	Gold Threaded Shoes+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15066	195	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_RESIST_WIND	6	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15066	Gold Threaded Shoes+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	6000	6000	15067	196	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_RESIST_WIND	7	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15067	Gold Threaded Shoes+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	9000	9000	15068	197	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	11	APPLY_RESIST_WIND	8	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15068	Gold Threaded Shoes+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	13000	13000	15069	198	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	13	APPLY_RESIST_WIND	9	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15069	Gold Threaded Shoes+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	0	0	15	LEVEL	23	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_RESIST_WIND	10	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15080	Leather Boots+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1000	1000	15081	199	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_RESIST_BOW	2	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15081	Leather Boots+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1600	1600	15082	200	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_RESIST_BOW	4	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15082	Leather Boots+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15083	201	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_RESIST_BOW	6	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15083	Leather Boots+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	5000	5000	15084	202	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_RESIST_BOW	8	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15084	Leather Boots+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	10000	10000	15085	203	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_RESIST_BOW	10	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15085	Leather Boots+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	15086	204	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_RESIST_BOW	12	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15086	Leather Boots+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	40000	40000	15087	205	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_RESIST_BOW	14	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15087	Leather Boots+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	80000	80000	15088	206	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	14	APPLY_RESIST_BOW	16	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15088	Leather Boots+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15089	207	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	17	APPLY_RESIST_BOW	18	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15089	Leather Boots+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	240000	240000	0	0	15	LEVEL	29	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_RESIST_BOW	20	APPLY_NONE	0	0	3	0	0	0	0	0	0	0
15100	Golden Shoes+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1000	1000	15101	199	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_MAX_STAMINA	20	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15101	Golden Shoes+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1600	1600	15102	200	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_MAX_STAMINA	30	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15102	Golden Shoes+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15103	201	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_MAX_STAMINA	45	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15103	Golden Shoes+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	5000	5000	15104	202	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_MAX_STAMINA	70	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15104	Golden Shoes+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	10000	10000	15105	203	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_MAX_STAMINA	100	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15105	Golden Shoes+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	15106	204	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_MAX_STAMINA	150	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15106	Golden Shoes+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	40000	40000	15107	205	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_MAX_STAMINA	230	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15107	Golden Shoes+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	80000	80000	15108	206	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	14	APPLY_MAX_STAMINA	350	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15108	Golden Shoes+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15109	207	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	17	APPLY_MAX_STAMINA	530	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15109	Golden Shoes+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	240000	240000	0	0	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_MAX_STAMINA	800	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15120	Bronze Boots+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1000	1000	15121	199	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_POISON_REDUCE	1	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15121	Bronze Boots+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1600	1600	15122	200	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_POISON_REDUCE	2	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15122	Bronze Boots+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15123	201	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_POISON_REDUCE	3	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15123	Bronze Boots+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	5000	5000	15124	202	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_POISON_REDUCE	4	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15124	Bronze Boots+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	10000	10000	15125	203	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_POISON_REDUCE	5	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15125	Bronze Boots+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	15126	204	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_POISON_REDUCE	6	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15126	Bronze Boots+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	40000	40000	15127	205	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_POISON_REDUCE	7	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15127	Bronze Boots+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	80000	80000	15128	206	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	14	APPLY_POISON_REDUCE	8	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15128	Bronze Boots+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15129	207	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	17	APPLY_POISON_REDUCE	9	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15129	Bronze Boots+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	240000	240000	0	0	15	LEVEL	39	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_POISON_REDUCE	10	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15140	Jade Shoes+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1000	1000	15141	199	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	3	APPLY_EXP_DOUBLE_BONUS	1	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15141	Jade Shoes+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	1600	1600	15142	200	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	4	APPLY_EXP_DOUBLE_BONUS	1	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15142	Jade Shoes+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	2500	2500	15143	201	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15143	Jade Shoes+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	5000	5000	15144	202	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15144	Jade Shoes+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	10000	10000	15145	203	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_EXP_DOUBLE_BONUS	3	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15145	Jade Shoes+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	20000	20000	15146	204	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_EXP_DOUBLE_BONUS	3	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15146	Jade Shoes+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	40000	40000	15147	205	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_EXP_DOUBLE_BONUS	4	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15147	Jade Shoes+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	80000	80000	15148	206	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	14	APPLY_EXP_DOUBLE_BONUS	4	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15148	Jade Shoes+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15149	207	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	17	APPLY_EXP_DOUBLE_BONUS	5	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15149	Jade Shoes+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	240000	240000	0	0	15	LEVEL	43	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_EXP_DOUBLE_BONUS	5	APPLY_NONE	0	0	4	0	0	0	0	0	0	0
15160	Ecstasy Shoes+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15161	208	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_CAST_SPEED	1	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15161	Ecstasy Shoes+1	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	8000	8000	15162	209	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	6	APPLY_CAST_SPEED	2	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15162	Ecstasy Shoes+2	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	16000	16000	15163	210	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	7	APPLY_CAST_SPEED	3	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15163	Ecstasy Shoes+3	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	32000	32000	15164	211	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_CAST_SPEED	4	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15164	Ecstasy Shoes+4	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	64000	64000	15165	212	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_CAST_SPEED	5	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15165	Ecstasy Shoes+5	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	120000	120000	15166	213	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	12	APPLY_CAST_SPEED	6	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15166	Ecstasy Shoes+6	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	250000	250000	15167	214	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	15	APPLY_CAST_SPEED	7	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15167	Ecstasy Shoes+7	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	300000	300000	15168	215	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	18	APPLY_CAST_SPEED	8	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15168	Ecstasy Shoes+8	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	500000	500000	15169	216	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	20	APPLY_CAST_SPEED	9	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15169	Ecstasy Shoes+9	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	700000	700000	15370	530	15	LEVEL	47	LIMIT_NONE	0	APPLY_MOV_SPEED	25	APPLY_CAST_SPEED	10	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
15180	Nimbus Boots+0	ITEM_ARMOR	ARMOR_FOOTS	1	NONE	NONE	WEAR_FOOTS	NONE	4000	4000	15181	208	15	LEVEL	51	LIMIT_NONE	0	APPLY_MOV_SPEED	5	APPLY_DODGE	1	APPLY_NONE	0	0	5	0	0	0	0	0	0	0
